QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote
31121205.00000,Healthcare,18,"Which of the following topics are the most important issues facing the country? (Select up to three)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19 coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00000,COVID-19/coronavirus,1,"Which of the following topics are the most important issues facing the country? (Select up to three)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19 coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00000,Opioid or drug addiction,8,"Which of the following topics are the most important issues facing the country? (Select up to three)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19 coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00000,Abortion,13,"Which of the following topics are the most important issues facing the country? (Select up to three)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19 coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00000,Crime or gun violence,21,"Which of the following topics are the most important issues facing the country? (Select up to three)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19 coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00000,Climate change,17,"Which of the following topics are the most important issues facing the country? (Select up to three)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19 coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00000,Natural disasters,1,"Which of the following topics are the most important issues facing the country? (Select up to three)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19 coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00000,Election security or fraud,10,"Which of the following topics are the most important issues facing the country? (Select up to three)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19 coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00000,Housing cost or availability,17,"Which of the following topics are the most important issues facing the country? (Select up to three)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19 coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00000,"Other 
",2,"Which of the following topics are the most important issues facing the country? (Select up to three)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19 coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00000,None of these,1,"Which of the following topics are the most important issues facing the country? (Select up to three)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19 coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Inflation or increasing costs,57,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Unemployment,11,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Economic inequality,17,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Political extremism or polarization,51,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Government budget and debt,23,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Taxes,14,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Foreign conflicts or terrorism,47,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Education,10,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Immigration,55,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Race and racism,32,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Healthcare,18,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,COVID-19/coronavirus,8,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Opioid or drug addiction,20,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Abortion,45,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Crime or gun violence,46,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Climate change,30,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Natural disasters,24,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Election security or fraud,29,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,Housing cost or availability,33,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,"Other 
",1,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00002,None of these,8,"In the past month, which of these topics have you seen a lot of in the news? (Select all that apply)...Inflation or increasing costs, unemployment, economic inequality, political extremism or polarization, government budget and debt, taxes, foreign conflicts or terrorism, education, immigration, race and racism, healthcare, COVID-19/coronavirus, opioid or drug addiction, abortion, crime or gun violence, climate change, natural disasters, election security or fraud, housing cost or availability, other",Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00003,No,12,Are you currently registered to vote at your current address?,,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00003,"No, but I plan to register before the election",4,Are you currently registered to vote at your current address?,,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00003,Yes,83,Are you currently registered to vote at your current address?,,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
31121205.00004,1-definitely will not vote,12,"Thinking about how you feel today, how likely if at all, are you to vote in the 2024 Presidential elections in November using a 1-10 scale where 10 means certain to vote and 1 means you definitely will not vote?",* = Less than .5 percent.  Adds to more than 100% due to multiple responses.,,08/8/2024,Ipsos,,Trump and Harris are locked in tight race among voters in swing states,07/31/2024,08/7/2024,Y,"Adult residents of Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin",2045,,Web-based survey,
