QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote
31122041.00001,Not going to vote/wouldn't vote if those were the choices (Vol.),2,"If the 2024 presidential election were held today, who would you vote for if the candidates were Kamala Harris, the Democrat, Donald Trump, the Republican, Robert F. Kennedy Jr., the third-party candidate, Jill Stein, the Green Party candidate, Chase Oliver, the Libertarian Party candidate?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00001,Don't know/Refused,4,"If the 2024 presidential election were held today, who would you vote for if the candidates were Kamala Harris, the Democrat, Donald Trump, the Republican, Robert F. Kennedy Jr., the third-party candidate, Jill Stein, the Green Party candidate, Chase Oliver, the Libertarian Party candidate?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00002,"Harris, the Democrat",46,"If the 2024 presidential election were held today, who would you vote for if the candidates were Kamala Harris, the Democrat, Donald Trump the Republican?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00002,"Trump, the Republican",48,"If the 2024 presidential election were held today, who would you vote for if the candidates were Kamala Harris, the Democrat, Donald Trump the Republican?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00002,Don't know/Refused,6,"If the 2024 presidential election were held today, who would you vote for if the candidates were Kamala Harris, the Democrat, Donald Trump the Republican?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00003,Definitely,79,Are you definitely or probably going to vote for Kamala Harris/Donald Trump/Robert F. Kennedy Jr./Jill Stein/Chase Oliver?,,Asked of those who chose a candidate (95%),08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00003,Probably,18,Are you definitely or probably going to vote for Kamala Harris/Donald Trump/Robert F. Kennedy Jr./Jill Stein/Chase Oliver?,,Asked of those who chose a candidate (95%),08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00003,Don't know/Refused,3,Are you definitely or probably going to vote for Kamala Harris/Donald Trump/Robert F. Kennedy Jr./Jill Stein/Chase Oliver?,,Asked of those who chose a candidate (95%),08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00004,"Rosen, the Democrat",48,"If this year's general election for the United States Senate were held today, which candidate would you be more likely to vote for? If you had to decide today, are you leaning toward one candidate?...Jacky Rosen, the Democrat, Sam Brown, the Republican",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00004,"Brown, the Republican",37,"If this year's general election for the United States Senate were held today, which candidate would you be more likely to vote for? If you had to decide today, are you leaning toward one candidate?...Jacky Rosen, the Democrat, Sam Brown, the Republican",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00004,Don't know/Refused,15,"If this year's general election for the United States Senate were held today, which candidate would you be more likely to vote for? If you had to decide today, are you leaning toward one candidate?...Jacky Rosen, the Democrat, Sam Brown, the Republican",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00005,Democrat,29,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00005,Republican,27,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00005,Independent,33,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00005,Another party,5,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00005,Don't know/Refused,6,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00007,Trump,31,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00007,Biden,38,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00007,I did not vote,28,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00007,Someone else (Vol.),1,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00007,Don't know/Refused,2,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00006,The Democratic Party including leaners,47,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party? (If Independent/Another party/Not sure ask:) And as of today, do you lean more to. The Democratic Party, The Republican Party?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00006,The Republican Party including leaners,44,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party? (If Independent/Another party/Not sure ask:) And as of today, do you lean more to. The Democratic Party, The Republican Party?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00006,Don't know/Refused,9,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party? (If Independent/Another party/Not sure ask:) And as of today, do you lean more to. The Democratic Party, The Republican Party?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00008,Strongly approve,17,Do you approve or disapprove of the way Joe Biden is handling his job as president? Is that strongly or somewhat?,,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00008,Somewhat approve,21,Do you approve or disapprove of the way Joe Biden is handling his job as president? Is that strongly or somewhat?,,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00008,Somewhat disapprove,13,Do you approve or disapprove of the way Joe Biden is handling his job as president? Is that strongly or somewhat?,,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00008,Strongly disapprove,46,Do you approve or disapprove of the way Joe Biden is handling his job as president? Is that strongly or somewhat?,,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00008,Don't know/Refused,4,Do you approve or disapprove of the way Joe Biden is handling his job as president? Is that strongly or somewhat?,,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00009,Very favorable,30,"Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following....Donald Trump",* = Less than .5 percent.,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00009,Somewhat favorable,18,"Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following....Donald Trump",* = Less than .5 percent.,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00009,Somewhat unfavorable,7,"Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following....Donald Trump",* = Less than .5 percent.,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00009,Very unfavorable,43,"Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following....Donald Trump",* = Less than .5 percent.,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00009,Haven't heard of (Vol.),*,"Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following....Donald Trump",* = Less than .5 percent.,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00009,Don't know/Refused,2,"Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following....Donald Trump",* = Less than .5 percent.,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00011,Very favorable,16,"(Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.)...JD Vance",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00011,Somewhat favorable,17,"(Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.)...JD Vance",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00011,Somewhat unfavorable,14,"(Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.)...JD Vance",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00011,Very unfavorable,29,"(Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.)...JD Vance",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00011,Haven't heard of (Vol.),13,"(Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.)...JD Vance",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00011,Don't know/Refused,11,"(Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.)...JD Vance",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00013,A lot,54,"How much attention are you paying to the upcoming presidential election?...A lot, some, not much, none at all",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00013,Some,30,"How much attention are you paying to the upcoming presidential election?...A lot, some, not much, none at all",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00013,Not much,10,"How much attention are you paying to the upcoming presidential election?...A lot, some, not much, none at all",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00013,None at all,6,"How much attention are you paying to the upcoming presidential election?...A lot, some, not much, none at all",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00015,Very satisfied,36,"In general, how satisfied are you with your choice of candidates in this fall's presidential election?...Very satisfied, somewhat satisfied, not too satisfied, not at all satisfied",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00015,Somewhat satisfied,35,"In general, how satisfied are you with your choice of candidates in this fall's presidential election?...Very satisfied, somewhat satisfied, not too satisfied, not at all satisfied",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00015,Not too satisfied,14,"In general, how satisfied are you with your choice of candidates in this fall's presidential election?...Very satisfied, somewhat satisfied, not too satisfied, not at all satisfied",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00015,Not at all satisfied,14,"In general, how satisfied are you with your choice of candidates in this fall's presidential election?...Very satisfied, somewhat satisfied, not too satisfied, not at all satisfied",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00015,Don't know/Refused,1,"In general, how satisfied are you with your choice of candidates in this fall's presidential election?...Very satisfied, somewhat satisfied, not too satisfied, not at all satisfied",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00016,Too conservative,31,"Do you think Donald Trump is too conservative, not conservative enough, or not too far either way?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00016,Not conservative enough,10,"Do you think Donald Trump is too conservative, not conservative enough, or not too far either way?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00016,Not too far either way,49,"Do you think Donald Trump is too conservative, not conservative enough, or not too far either way?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00016,Don't know/Refused,10,"Do you think Donald Trump is too conservative, not conservative enough, or not too far either way?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00017,Too liberal or progressive,40,"Do you think Kamala Harris is too liberal or progressive, not liberal or progressive enough, or not too far either way?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00017,Not liberal or progressive enough,7,"Do you think Kamala Harris is too liberal or progressive, not liberal or progressive enough, or not too far either way?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00017,Not too far either way,45,"Do you think Kamala Harris is too liberal or progressive, not liberal or progressive enough, or not too far either way?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00017,Don't know/Refused,8,"Do you think Kamala Harris is too liberal or progressive, not liberal or progressive enough, or not too far either way?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00018,Nothing would change,2,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
31122041.00018,Minor changes to how things work,16,"If Donald Trump won the election, do you think nothing would change, there would be minor changes to how things work, there would be major changes to how things work, or he would tear down the system completely?",,,08/17/2024,Siena College Research Institute,New York Times,Harris Gains in Sun Belt as Demographic Patterns Start to Look ‘Normal’,08/12/2024,08/15/2024,Y,Nevada registered voters,677,,"Telephone Interview, Cell Phone; Telephone Interview, Landline",
